crop_name,temparature,humidity,moisture,soil_type,nitrogen,potassium,phosphorous
Maize,37.04,74.37,60.83,Clayey,14,0,35
Millets,29.26,55.32,37.97,Red,40,4,0
Pulses,31.41,73.32,30.0,Black,9,4,7
Cotton,29.66,51.34,33.38,Sandy,38,2,1
Ground Nuts,38.64,73.89,24.43,Red,17,3,14
Oil seeds,32.27,66.39,44.16,Loamy,6,4,14
Maize,31.98,71.09,57.24,Clayey,30,0,2
Maize,32.2,67.65,34.68,Black,4,11,25
Tobacco,34.86,63.91,28.03,Clayey,13,0,36
Barley,35.2,59.92,34.79,Sandy,14,0,11
Ground Nuts,27.29,43.87,59.55,Black,11,4,12
Oil seeds,31.65,62.43,44.31,Loamy,37,0,0
Paddy,27.14,62.52,23.61,Loamy,37,0,3
Tobacco,34.29,62.31,59.0,Black,8,8,29
Pulses,34.1,73.57,58.27,Clayey,38,0,0
Barley,30.03,52.95,35.22,Sandy,25,0,18
Barley,30.44,50.67,28.24,Clayey,14,0,36
Ground Nuts,22.91,57.98,48.26,Sandy,24,4,22
Barley,31.78,68.85,30.4,Clayey,38,0,0
Wheat,22.04,42.62,30.2,Red,10,4,45
Wheat,21.17,53.65,26.09,Sandy,4,14,22
Tobacco,29.92,60.54,26.63,Black,13,1,34
Sugarcane,37.31,76.05,41.17,Loamy,11,12,31
Cotton,27.21,59.57,29.83,Black,9,18,24
Oil seeds,24.24,50.03,61.83,Clayey,12,1,12
Wheat,24.0,45.62,24.15,Sandy,14,15,14
Sugarcane,29.25,63.08,52.62,Black,21,4,29
Millets,38.84,59.76,40.13,Black,13,3,35
Ground Nuts,27.56,57.7,65.07,Red,9,8,32
Cotton,28.68,67.29,22.56,Sandy,7,0,37
Barley,33.64,66.85,33.19,Red,3,19,17
Tobacco,38.58,69.85,53.04,Black,12,12,32
Wheat,21.75,59.66,26.34,Clayey,15,4,12
Maize,29.28,50.3,33.27,Clayey,30,0,2
Barley,26.86,59.65,38.45,Sandy,24,0,22
Ground Nuts,30.57,62.75,27.2,Sandy,7,11,31
Millets,33.25,61.57,24.83,Sandy,6,15,12
Tobacco,24.62,48.57,46.69,Red,21,0,21
Oil seeds,34.81,52.08,24.15,Black,15,0,38
Ground Nuts,21.07,61.79,38.38,Clayey,9,8,10
Barley,34.84,64.32,51.31,Black,15,13,14
Barley,35.16,68.01,47.87,Clayey,6,11,28
Millets,30.7,55.66,49.99,Sandy,41,0,1
Barley,25.09,67.19,40.04,Loamy,17,0,19
Barley,29.06,54.83,25.81,Sandy,26,0,24
Sugarcane,34.1,57.5,52.38,Red,10,0,41
Barley,31.75,69.81,26.93,Loamy,10,1,36
Tobacco,27.94,51.24,67.82,Loamy,8,0,11
Wheat,36.3,61.96,55.25,Clayey,4,4,26
Oil seeds,32.17,59.99,29.91,Black,10,4,32
Pulses,32.6,55.24,25.85,Red,10,11,25
Paddy,21.11,46.75,40.36,Loamy,13,0,6
Ground Nuts,27.76,48.25,32.92,Clayey,8,0,8
Pulses,24.97,56.24,31.96,Black,38,1,0
Ground Nuts,33.13,59.46,51.97,Sandy,21,0,20
Millets,22.97,50.21,48.12,Black,23,0,18
Sugarcane,30.37,53.97,39.69,Black,14,1,38
Millets,22.99,40.85,53.03,Black,11,14,16
Wheat,33.79,70.29,36.68,Black,20,0,22
Pulses,33.8,56.61,45.77,Red,9,14,10
Millets,35.21,60.24,45.82,Sandy,23,4,26
Ground Nuts,21.68,57.54,26.22,Clayey,16,0,12
Sugarcane,25.54,55.47,43.59,Black,27,0,21
Wheat,29.88,47.26,53.13,Black,4,22,11
Maize,28.2,67.68,36.91,Clayey,8,20,19
Millets,31.52,62.57,31.45,Red,39,4,2
Oil seeds,33.21,57.68,38.86,Clayey,22,0,20
Cotton,28.13,56.05,29.83,Red,33,0,1
Maize,24.11,47.61,64.23,Red,13,4,8
Cotton,35.31,70.81,53.98,Red,42,1,3
Pulses,29.83,60.95,39.12,Clayey,8,10,11
Tobacco,26.17,50.41,34.14,Clayey,32,3,3
Pulses,33.95,67.71,34.77,Sandy,10,0,43
Sugarcane,34.66,67.58,55.82,Clayey,13,0,12
Barley,33.61,51.43,21.75,Loamy,39,1,0
Tobacco,21.95,50.68,43.79,Loamy,41,2,0
Oil seeds,29.67,60.39,41.65,Black,19,3,15
Oil seeds,30.3,64.8,39.21,Sandy,25,0,22
Paddy,24.96,55.02,37.99,Sandy,13,1,8
Ground Nuts,32.56,72.74,47.31,Loamy,14,14,7
Wheat,29.01,69.98,40.41,Loamy,17,0,15
Sugarcane,36.18,57.1,69.39,Black,17,0,34
Paddy,36.38,55.25,66.99,Red,19,0,22
Pulses,35.93,62.65,54.57,Red,18,0,40
Cotton,38.59,58.32,22.54,Sandy,12,6,32
Sugarcane,35.4,71.15,68.71,Black,25,0,19
Pulses,35.82,67.5,35.88,Red,39,3,1
Ground Nuts,26.32,57.24,34.69,Red,19,0,29
Pulses,20.87,52.12,44.25,Loamy,19,0,21
Oil seeds,28.55,52.81,50.01,Red,13,3,40
Maize,23.55,44.85,38.3,Clayey,17,0,12
Paddy,27.9,56.05,35.89,Red,36,2,0
Oil seeds,31.89,64.06,35.44,Red,36,3,0
Ground Nuts,38.18,64.93,44.1,Red,4,5,30
Paddy,33.68,55.49,34.75,Black,5,13,24
Wheat,33.96,63.95,35.17,Loamy,8,4,28
Ground Nuts,27.22,60.5,39.08,Red,39,4,2
Cotton,28.88,55.9,30.64,Loamy,16,4,7
Barley,27.05,61.36,20.0,Black,7,4,36
Tobacco,24.86,53.59,48.95,Loamy,22,3,28
Sugarcane,30.02,45.23,32.68,Sandy,35,0,0
Sugarcane,34.35,63.85,55.26,Loamy,36,0,1
Maize,31.31,63.35,63.08,Clayey,9,1,14
Maize,29.49,61.66,51.22,Sandy,15,0,14
Wheat,36.16,61.54,37.54,Black,11,2,37
Cotton,30.06,50.33,41.32,Sandy,36,0,0
Barley,26.23,63.15,63.34,Sandy,7,9,28
Wheat,34.31,72.57,43.94,Red,40,0,0
Millets,32.15,57.38,34.34,Loamy,19,0,34
Pulses,31.4,63.38,33.1,Red,10,8,33
Maize,22.78,60.52,42.05,Red,39,3,0
Millets,34.4,69.58,53.39,Red,37,4,0
Pulses,29.5,52.2,23.95,Red,31,0,0
Oil seeds,38.09,64.63,48.69,Clayey,7,13,10
Sugarcane,32.69,64.23,53.47,Clayey,3,17,18
Ground Nuts,31.0,69.87,70.0,Black,8,12,10
Tobacco,26.94,56.72,39.94,Sandy,8,18,10
Barley,34.54,69.83,51.36,Black,8,0,33
Wheat,27.54,61.58,33.57,Sandy,11,0,16
Cotton,33.06,58.19,38.52,Sandy,41,0,0
Millets,31.85,60.43,55.57,Black,7,15,14
Ground Nuts,30.72,58.92,37.12,Black,40,0,0
Millets,30.93,51.93,59.3,Clayey,12,0,30
Oil seeds,32.82,51.28,43.6,Loamy,12,4,15
Tobacco,38.48,75.65,60.75,Red,19,4,39
Ground Nuts,30.05,52.42,36.56,Clayey,8,1,10
Maize,32.52,68.89,20.1,Black,10,1,41
Tobacco,36.56,57.49,36.1,Sandy,36,4,0
Oil seeds,35.24,58.34,70.0,Red,16,2,41
Millets,36.62,59.89,60.47,Clayey,32,0,2
Maize,36.55,74.21,57.63,Loamy,8,9,26
Tobacco,28.24,54.65,34.37,Black,9,2,10
Barley,34.81,71.07,65.13,Sandy,9,8,19
Tobacco,33.96,61.85,38.37,Loamy,11,4,36
Millets,38.66,57.13,38.41,Red,26,0,17
Ground Nuts,31.6,44.66,29.0,Red,36,0,0
Ground Nuts,29.13,60.0,59.01,Clayey,41,0,1
Oil seeds,27.19,41.27,67.57,Black,11,1,5
Millets,31.59,60.6,35.3,Sandy,10,9,19
Millets,32.81,55.45,48.08,Loamy,0,16,15
Maize,32.75,63.09,59.4,Sandy,9,13,35
Millets,27.87,61.74,37.0,Clayey,26,1,23
Millets,38.12,64.6,30.72,Black,36,0,3
Barley,22.16,53.56,37.96,Red,16,8,9
Oil seeds,38.32,64.18,57.84,Black,26,1,14
Barley,33.42,63.69,60.05,Clayey,17,0,32
Cotton,25.72,54.34,33.33,Sandy,11,16,22
Sugarcane,21.15,51.19,29.68,Red,13,14,10
Sugarcane,34.09,70.6,61.54,Loamy,15,0,43
Sugarcane,29.46,63.38,62.2,Black,13,0,11
Pulses,25.92,43.31,64.77,Black,40,0,2
Ground Nuts,35.55,69.73,53.43,Loamy,8,14,22
Oil seeds,34.25,53.36,35.9,Red,42,0,0
Pulses,30.97,57.22,43.37,Black,13,0,36
Sugarcane,35.2,68.47,37.24,Sandy,12,2,37
Barley,38.71,73.81,59.76,Sandy,41,0,1
Cotton,27.71,60.06,36.77,Red,28,0,19
Pulses,37.03,63.45,41.49,Loamy,45,2,3
Tobacco,27.23,58.51,45.98,Loamy,35,0,0
Cotton,26.97,48.53,43.66,Loamy,14,4,27
Paddy,32.92,65.89,35.29,Sandy,9,4,9
Barley,34.48,69.0,39.73,Red,14,3,37
Barley,33.94,63.51,41.89,Loamy,22,1,18
Paddy,24.62,49.8,42.81,Black,6,0,18
Ground Nuts,25.36,63.37,30.4,Black,19,0,25
Maize,26.91,59.1,36.25,Black,38,2,0
Pulses,29.0,55.01,42.96,Black,43,0,0
Tobacco,23.18,55.93,31.73,Sandy,16,0,8
Ground Nuts,25.19,58.09,62.65,Clayey,7,3,13
Maize,30.44,67.97,37.89,Sandy,26,4,20
Barley,31.66,60.47,54.89,Black,5,11,32
Millets,32.64,64.3,55.06,Red,27,0,21
Pulses,35.96,77.25,46.31,Sandy,9,14,16
Paddy,27.57,53.84,61.93,Red,40,0,2
Tobacco,35.24,70.01,41.45,Loamy,10,0,45
Pulses,32.01,75.48,46.92,Loamy,9,4,39
Cotton,28.57,68.99,26.74,Black,14,1,38
Wheat,29.65,74.25,48.5,Clayey,15,13,12
Millets,31.88,54.26,51.83,Sandy,20,1,15
Tobacco,30.33,61.47,37.93,Clayey,13,10,20
Ground Nuts,34.43,71.22,33.72,Loamy,36,0,3
Millets,30.99,57.9,54.41,Black,8,0,11
Sugarcane,25.38,47.27,38.73,Sandy,27,0,17
Cotton,29.31,42.8,34.07,Loamy,10,20,20
Wheat,22.93,58.67,22.0,Clayey,17,3,40
Maize,32.33,62.09,28.28,Red,23,0,20
Sugarcane,23.94,52.75,22.5,Red,11,0,7
Maize,26.11,44.04,20.63,Black,16,1,15
Paddy,34.03,68.66,20.0,Sandy,4,5,25
Barley,28.66,50.21,39.99,Clayey,13,0,43
Cotton,29.25,57.38,56.74,Clayey,35,0,0
Maize,26.73,63.35,28.54,Red,7,1,18
Pulses,29.75,52.14,42.92,Red,23,0,19
Sugarcane,34.74,69.51,46.51,Red,9,22,21
Sugarcane,25.21,53.68,31.32,Loamy,25,0,21
Cotton,26.97,51.24,63.49,Loamy,36,4,0
Millets,31.39,63.52,49.6,Black,14,1,6
Oil seeds,39.5,68.84,59.07,Sandy,40,0,3
Maize,34.34,68.17,58.41,Red,12,8,18
Cotton,32.1,63.35,34.52,Clayey,11,0,43
Wheat,30.78,59.71,47.46,Black,7,0,34
Paddy,27.6,61.78,39.37,Loamy,37,0,0
Tobacco,30.31,50.02,52.94,Clayey,8,0,37
Oil seeds,28.01,66.74,40.07,Sandy,39,0,0
Ground Nuts,29.01,49.29,48.79,Black,15,12,15
Oil seeds,34.92,71.93,35.76,Sandy,14,0,37
Maize,27.61,59.67,27.04,Sandy,35,1,0
Tobacco,30.73,51.55,50.9,Sandy,17,0,33
Barley,27.12,57.97,29.2,Red,36,0,0
Paddy,31.4,55.24,50.94,Clayey,22,0,16
Cotton,32.58,72.75,56.62,Red,26,0,19
Pulses,31.08,53.63,67.76,Red,16,0,37
Wheat,22.92,58.85,40.66,Sandy,7,14,24
Cotton,33.69,68.75,64.77,Sandy,7,11,30
Oil seeds,38.32,63.67,32.08,Red,8,0,34
Cotton,27.0,53.84,49.81,Clayey,24,2,24
Cotton,31.16,64.16,61.68,Sandy,8,17,14
Sugarcane,36.68,51.39,43.94,Red,13,0,37
Ground Nuts,29.88,69.91,32.28,Sandy,27,0,25
Oil seeds,28.79,61.44,38.2,Sandy,45,3,4
Wheat,38.44,70.05,40.58,Black,6,17,19
Ground Nuts,33.82,74.87,62.48,Black,7,17,9
Ground Nuts,31.87,58.58,44.74,Loamy,38,0,0
Maize,35.06,66.92,66.68,Sandy,15,7,12
Oil seeds,31.51,53.12,38.43,Loamy,16,0,10
Oil seeds,27.12,59.72,32.35,Black,9,10,27
Maize,30.3,53.26,50.53,Black,5,6,30
Millets,30.39,50.71,35.06,Clayey,40,2,3
Millets,30.46,61.98,38.7,Red,41,0,0
Maize,32.91,59.28,65.83,Red,34,3,0
Millets,36.53,68.28,24.67,Loamy,26,1,16
Oil seeds,31.2,63.41,20.0,Black,5,13,27
Oil seeds,25.88,51.25,47.05,Red,21,2,26
Sugarcane,25.16,49.77,36.67,Loamy,10,14,17
Barley,37.12,73.59,58.49,Red,34,3,0
Oil seeds,32.36,68.52,44.89,Black,11,3,43
Tobacco,33.07,59.3,29.82,Sandy,10,2,33
Millets,33.7,54.7,46.14,Sandy,8,4,38
Wheat,27.23,66.64,23.67,Loamy,39,4,0
Paddy,29.68,59.72,38.04,Sandy,13,0,35
Maize,26.52,49.31,24.53,Loamy,14,0,5
Pulses,28.59,68.77,43.37,Clayey,26,2,21
Pulses,27.05,63.47,50.21,Black,1,21,19
Pulses,26.85,55.04,32.87,Red,16,0,14
Sugarcane,35.75,65.56,56.3,Loamy,11,0,37
Millets,30.32,57.25,49.76,Red,3,10,37
Millets,25.58,44.88,44.58,Loamy,9,8,11
Sugarcane,36.84,69.25,34.94,Clayey,16,4,18
Maize,26.6,59.53,54.76,Black,7,16,13
Tobacco,30.17,51.46,26.6,Clayey,5,15,15
Cotton,23.42,58.92,31.9,Loamy,25,3,20
Oil seeds,34.71,70.96,45.56,Loamy,9,14,11
Sugarcane,23.21,61.42,38.75,Red,9,1,10
Cotton,28.66,55.38,60.99,Red,13,0,11
Wheat,31.02,55.51,28.28,Sandy,12,2,17
Sugarcane,31.18,61.94,25.48,Clayey,10,3,36
Barley,29.41,59.37,32.03,Sandy,38,1,4
Ground Nuts,37.15,54.95,39.11,Red,16,0,43
Paddy,33.32,69.38,35.87,Clayey,11,3,28
Wheat,24.37,53.17,55.48,Red,11,0,36
Sugarcane,27.64,40.23,66.03,Red,38,3,3
Ground Nuts,25.47,54.39,36.46,Black,37,0,4
Maize,35.97,56.77,47.57,Black,5,15,21
Maize,29.73,55.37,43.18,Red,25,3,25
Ground Nuts,30.34,70.27,32.51,Loamy,6,11,33
Cotton,24.16,62.88,41.92,Clayey,19,0,21
Ground Nuts,36.79,58.13,54.07,Red,20,3,15
Tobacco,35.66,58.0,53.6,Sandy,11,16,15
Barley,31.46,52.2,31.78,Loamy,24,0,23
Sugarcane,27.52,50.05,30.28,Clayey,15,1,12
Wheat,31.72,56.61,58.53,Sandy,37,0,0
Ground Nuts,30.56,61.41,56.55,Red,4,0,14
Ground Nuts,36.1,60.94,59.0,Clayey,35,2,2
Pulses,31.44,54.65,44.13,Sandy,25,0,19
Ground Nuts,35.97,67.11,42.9,Clayey,3,11,31
Oil seeds,24.32,56.99,61.02,Red,32,2,1
Tobacco,28.32,58.66,47.07,Clayey,16,1,38
Tobacco,32.94,58.34,26.77,Sandy,40,0,0
Maize,34.71,60.07,27.77,Sandy,17,4,23
Millets,26.56,53.14,68.28,Clayey,13,0,10
Maize,28.67,46.65,41.01,Clayey,39,0,0
Tobacco,38.53,71.59,55.4,Loamy,42,0,0
Cotton,26.85,57.04,22.3,Red,16,0,41
Sugarcane,37.69,56.38,57.45,Clayey,7,2,8
Maize,30.5,44.64,38.98,Black,40,0,1
Sugarcane,26.28,48.68,70.0,Red,34,4,2
Sugarcane,25.57,62.06,37.05,Clayey,12,4,13
Barley,36.47,68.04,31.14,Black,15,0,34
Maize,29.61,61.46,58.05,Clayey,13,15,16
Barley,32.27,43.73,42.3,Red,11,0,31
Sugarcane,32.45,72.32,58.58,Red,35,4,4
Cotton,31.45,59.69,21.84,Clayey,36,2,3
Sugarcane,30.78,58.79,47.7,Clayey,27,4,19
Paddy,34.17,50.98,30.6,Black,14,0,42
Oil seeds,28.46,59.53,22.83,Sandy,40,4,0
Paddy,31.84,70.47,33.25,Sandy,5,4,34
Millets,32.44,68.93,49.8,Black,41,1,1
Wheat,29.94,66.26,49.69,Clayey,11,0,5
Ground Nuts,31.34,71.35,48.67,Black,10,15,12
Tobacco,25.63,62.91,41.61,Clayey,20,0,22
Millets,34.35,55.97,36.25,Clayey,33,1,0
Cotton,30.51,65.48,56.53,Clayey,6,5,27
Millets,37.83,68.34,49.42,Black,38,0,0
Sugarcane,24.16,50.01,55.95,Sandy,3,10,28
Wheat,30.37,56.03,56.06,Red,26,0,14
Sugarcane,20.52,53.81,70.0,Black,7,4,9
Millets,30.38,62.75,49.15,Loamy,9,0,31
Maize,26.95,66.15,29.7,Clayey,37,0,0
Millets,30.91,45.69,26.52,Red,17,0,13
Pulses,28.2,65.07,29.22,Black,3,12,33
Barley,33.24,67.96,42.8,Black,14,0,36
Sugarcane,26.61,61.2,31.07,Loamy,8,2,10
Tobacco,30.87,49.79,47.29,Sandy,23,0,24
Paddy,29.27,66.25,31.4,Loamy,19,2,22
Oil seeds,23.6,58.44,26.7,Black,28,0,14
Cotton,36.42,67.17,50.44,Sandy,36,3,0
Barley,20.0,55.62,31.35,Loamy,9,20,16
Wheat,29.8,56.47,33.35,Clayey,18,4,23
Cotton,29.62,47.21,39.21,Black,38,0,0
Sugarcane,22.62,42.74,22.19,Loamy,18,15,9
Millets,25.29,46.46,44.88,Black,9,14,10
Millets,32.55,48.07,47.11,Clayey,37,0,1
Sugarcane,32.87,61.85,40.26,Black,13,1,9
Barley,26.11,61.27,51.36,Black,35,4,3
Barley,31.87,60.06,34.29,Black,9,2,25
Paddy,32.58,48.15,44.44,Loamy,43,1,0
Sugarcane,29.57,61.98,37.31,Clayey,14,0,37
Oil seeds,27.54,61.78,69.59,Black,10,10,29
Cotton,35.8,70.42,24.42,Sandy,19,2,24
Ground Nuts,30.64,43.47,43.45,Clayey,20,2,16
Millets,33.81,60.32,39.79,Loamy,11,0,13
Barley,32.19,56.71,42.67,Clayey,19,1,19
Pulses,24.9,56.17,38.53,Loamy,3,22,16
Cotton,30.68,53.52,44.75,Red,12,0,13
Ground Nuts,27.75,51.19,44.54,Red,6,17,17
Sugarcane,32.06,56.81,35.82,Black,17,0,21
Paddy,32.21,61.12,67.23,Clayey,14,16,10
Tobacco,33.28,65.51,47.53,Clayey,16,0,10
Cotton,26.89,53.69,24.47,Loamy,12,3,27
Maize,31.99,66.28,51.34,Red,22,0,14
Cotton,40.0,75.62,45.82,Black,37,0,0
Paddy,39.55,77.65,32.25,Sandy,39,0,0
Millets,31.1,54.3,49.85,Sandy,26,0,17
Oil seeds,30.71,50.67,62.58,Black,10,11,33
Maize,36.09,74.92,37.36,Red,13,4,34
Sugarcane,32.41,73.63,40.09,Loamy,42,0,0
Paddy,20.41,47.39,70.0,Loamy,9,0,12
Millets,39.16,63.48,44.6,Black,9,12,32
Wheat,29.43,48.63,56.66,Red,23,0,21
Paddy,25.23,48.9,32.37,Clayey,35,0,1
Oil seeds,27.82,57.4,31.09,Red,42,0,0
Paddy,26.28,53.62,61.96,Loamy,13,10,29
Paddy,29.07,44.79,38.69,Black,39,0,0
Oil seeds,29.07,56.85,52.96,Clayey,21,0,22
Wheat,27.78,53.53,62.54,Black,13,8,10
Pulses,31.27,64.6,62.52,Loamy,6,4,29
Paddy,23.13,50.43,38.07,Clayey,32,4,0
Pulses,30.36,62.15,33.85,Sandy,36,3,0
Ground Nuts,27.51,66.12,33.06,Clayey,26,0,23
Oil seeds,36.98,65.69,42.05,Loamy,40,0,4
Maize,24.77,53.31,26.82,Sandy,8,1,5
Ground Nuts,29.73,65.86,46.73,Clayey,40,3,0
Wheat,28.3,50.98,67.77,Black,14,0,18
Paddy,35.46,67.95,51.35,Loamy,14,0,38
Millets,38.51,72.13,44.07,Sandy,14,3,39
Pulses,26.83,56.77,54.59,Loamy,24,1,15
Ground Nuts,34.03,53.39,46.23,Black,11,10,18
Sugarcane,34.11,57.79,43.23,Red,26,1,23
Millets,23.16,58.93,47.74,Loamy,1,13,12
Pulses,22.4,57.86,63.99,Loamy,10,0,8
Tobacco,25.11,62.03,42.44,Red,33,2,1
Maize,30.54,67.81,51.69,Clayey,34,0,0
Pulses,40.0,77.33,57.68,Sandy,35,0,0
Ground Nuts,29.77,67.26,46.16,Sandy,20,0,18
Paddy,28.57,63.78,31.25,Black,17,0,39
Maize,40.0,78.33,45.34,Black,36,0,0
Ground Nuts,28.38,52.69,45.92,Sandy,9,5,30
Maize,25.14,49.84,20.0,Black,15,16,10
Oil seeds,32.76,59.14,55.84,Clayey,11,16,8
Ground Nuts,28.16,54.87,44.86,Clayey,10,4,4
Paddy,32.63,54.58,41.18,Clayey,38,0,3
Oil seeds,28.25,53.46,37.81,Sandy,12,0,36
Maize,27.1,58.81,28.94,Sandy,9,1,16
Maize,31.7,56.91,48.75,Black,19,0,18
Wheat,33.32,59.59,41.45,Red,7,14,16
Oil seeds,29.16,54.43,24.67,Red,42,0,0
Cotton,33.63,64.13,34.63,Sandy,13,1,9
Oil seeds,33.46,62.58,24.01,Clayey,1,14,17
Barley,29.49,61.99,38.54,Clayey,10,1,37
Maize,37.73,78.44,43.81,Loamy,5,6,23
Wheat,32.28,57.19,36.23,Red,10,0,43
Barley,32.34,69.02,43.22,Red,10,2,10
Barley,30.69,61.53,44.72,Sandy,12,10,8
Tobacco,28.05,59.27,27.07,Red,7,3,13
Pulses,36.17,61.99,40.86,Clayey,8,0,41
Oil seeds,26.77,64.03,57.33,Red,9,5,27
Cotton,33.21,59.82,45.42,Loamy,20,0,17
Wheat,30.82,55.95,70.0,Loamy,40,0,1
Ground Nuts,34.65,70.51,57.0,Black,40,0,3
Maize,30.43,70.25,53.78,Red,11,9,18
Sugarcane,22.87,45.11,21.74,Black,13,13,13
Paddy,22.79,48.84,56.1,Black,6,0,12
Maize,26.32,63.21,69.24,Red,14,0,37
Maize,31.25,69.0,50.68,Sandy,13,9,35
Millets,31.95,57.54,27.63,Loamy,8,15,20
Maize,27.03,63.0,44.8,Loamy,8,17,18
Ground Nuts,39.45,77.38,41.31,Red,8,1,42
Ground Nuts,27.13,53.92,67.62,Black,9,7,25
Barley,31.83,61.48,51.62,Clayey,9,0,32
Millets,21.37,57.03,60.02,Sandy,6,0,9
Millets,28.78,45.41,33.28,Red,12,3,29
Maize,33.44,67.72,40.98,Loamy,13,6,33
Tobacco,33.14,57.63,47.22,Loamy,14,0,12
Pulses,29.37,74.97,35.82,Red,21,0,24
Wheat,28.65,63.42,42.26,Loamy,21,1,17
Millets,28.31,57.46,30.33,Sandy,37,0,4
Cotton,37.01,59.22,39.3,Sandy,11,0,37
Ground Nuts,24.68,49.73,57.68,Black,36,0,0
Ground Nuts,23.48,47.26,34.88,Loamy,18,0,21
Oil seeds,34.27,69.31,41.01,Loamy,38,0,0
Barley,24.87,66.48,38.24,Black,13,17,16
Tobacco,31.6,46.43,60.07,Loamy,35,0,0
Millets,33.9,64.42,47.41,Sandy,23,0,13
Wheat,29.68,61.79,25.12,Loamy,40,3,0
Oil seeds,36.07,67.14,27.42,Clayey,35,1,0
Ground Nuts,30.88,47.99,36.9,Sandy,44,0,3
Paddy,23.28,50.87,49.11,Clayey,20,0,21
Sugarcane,25.46,51.66,35.48,Clayey,23,4,14
Ground Nuts,31.97,56.88,44.52,Sandy,7,9,27
Pulses,33.65,54.44,47.34,Loamy,20,0,20
Wheat,29.41,52.2,37.85,Clayey,42,0,0
Wheat,33.14,53.67,35.54,Loamy,11,0,40
Maize,34.04,51.83,35.12,Loamy,7,12,25
Ground Nuts,29.59,69.84,47.02,Sandy,45,4,2
Millets,21.86,61.37,27.44,Clayey,9,17,15
Pulses,25.15,53.19,39.29,Sandy,7,10,23
Tobacco,28.5,65.02,37.98,Black,18,0,38
Cotton,25.95,54.58,31.28,Black,8,0,13
Ground Nuts,28.8,55.76,35.61,Loamy,9,0,35
Paddy,28.73,63.67,33.14,Loamy,10,0,13
Maize,28.11,45.22,66.38,Red,14,3,19
Paddy,24.63,51.74,20.0,Loamy,10,14,25
Barley,24.23,60.39,25.34,Loamy,38,0,1
Pulses,35.44,59.69,21.57,Sandy,8,0,36
Oil seeds,32.54,55.61,56.88,Clayey,10,0,33
Cotton,29.74,50.15,30.71,Black,24,2,25
Tobacco,32.17,47.61,35.09,Clayey,44,0,0
Wheat,31.94,53.5,34.06,Black,6,1,14
Wheat,32.9,54.1,49.07,Black,10,0,4
Pulses,30.2,44.61,36.62,Clayey,21,0,22
Tobacco,28.07,71.72,34.22,Red,43,0,0
Oil seeds,33.42,53.47,50.87,Sandy,7,2,36
Ground Nuts,38.9,76.36,23.34,Black,8,3,38
Oil seeds,28.68,59.59,30.67,Clayey,17,12,14
Maize,30.71,61.75,42.85,Loamy,23,3,23
Cotton,29.26,46.67,40.59,Clayey,11,1,36
Millets,33.76,64.28,62.87,Sandy,7,0,39
Sugarcane,27.86,67.32,40.15,Clayey,5,0,9
Paddy,28.44,56.96,55.12,Black,10,0,6
Barley,29.24,46.88,44.55,Black,15,4,34
Sugarcane,33.89,67.27,44.73,Clayey,21,0,13
Oil seeds,29.21,48.17,26.09,Red,15,11,13
Millets,33.05,61.26,28.59,Black,20,0,22
Paddy,27.83,50.75,31.94,Red,15,0,44
Maize,25.88,42.06,48.59,Black,15,4,31
Millets,37.68,64.53,62.03,Clayey,17,0,36
Maize,35.76,52.2,41.09,Sandy,36,0,2
Tobacco,30.46,58.56,39.96,Sandy,38,1,4
Tobacco,34.07,61.18,26.06,Black,7,4,33
Maize,34.33,54.12,42.26,Sandy,26,0,18
Millets,22.92,51.28,23.58,Clayey,36,0,0
Tobacco,35.58,65.91,30.27,Red,11,0,12
Barley,31.27,50.14,42.65,Red,42,2,2
Tobacco,26.24,60.66,48.23,Black,27,2,17
Cotton,33.36,49.37,28.54,Black,16,0,36
Paddy,27.0,58.9,67.14,Red,10,0,10
Oil seeds,34.61,56.25,58.99,Red,41,0,0
Pulses,25.43,50.03,57.43,Loamy,5,11,30
Cotton,28.68,68.2,43.9,Sandy,21,0,28
Millets,21.33,53.57,55.5,Clayey,7,13,19
Wheat,37.75,58.35,37.82,Red,33,0,0
Sugarcane,35.21,73.16,48.0,Black,8,4,13
Barley,29.75,56.27,31.85,Loamy,6,11,28
Maize,23.77,54.99,41.64,Clayey,25,0,14
Maize,34.64,54.07,50.89,Black,21,0,27
Millets,31.77,48.2,49.79,Clayey,22,1,20
Pulses,22.76,49.09,32.91,Black,1,22,19
Paddy,32.98,66.5,41.35,Clayey,26,0,24
Millets,26.24,54.1,38.98,Loamy,12,0,11
Tobacco,31.48,62.77,52.55,Sandy,18,4,16
Cotton,30.87,68.3,42.11,Loamy,12,13,16
Oil seeds,33.65,56.18,56.49,Sandy,8,10,15
Millets,24.49,60.36,22.61,Black,9,15,19
Pulses,27.9,57.2,31.87,Clayey,15,0,34
Maize,25.3,58.41,32.96,Loamy,42,4,0
Pulses,33.84,59.65,46.92,Clayey,18,0,19
Oil seeds,33.61,64.0,22.98,Sandy,8,11,29
Millets,32.61,72.07,32.62,Clayey,13,3,37
Paddy,26.98,44.04,66.35,Clayey,9,0,14
Paddy,26.08,46.32,70.0,Sandy,43,0,4
Paddy,23.46,44.89,36.24,Black,15,4,38
Tobacco,22.68,55.72,37.57,Loamy,11,3,17
Wheat,32.61,54.03,34.38,Loamy,3,19,21
Barley,22.73,57.96,38.9,Red,20,4,24
Tobacco,33.53,69.87,62.59,Sandy,13,0,37
